"id","url"
"2049150348128886785","https://x.com/i/article/2049150348128886785"
"2063979450853716305","https://x.com/paulabartabajo_/status/2063979450853716305"
"2063082910131880370","https://x.com/TheAhmadOsman/status/2063082910131880370"
"2063935919481106560","https://x.com/TheAhmadOsman/status/2063935919481106560"
"2063964921495523328","https://x.com/i/article/2063964921495523328"
"2064122477731852288","https://x.com/i/article/2064122477731852288"
"2064011863889788972","https://x.com/konstipaulus/status/2064011863889788972"
"2064010177800708393","https://x.com/ByteMohit/status/2064010177800708393"
"2064029817935409402","https://x.com/adxtyahq/status/2064029817935409402"
"2063850827694096385","https://x.com/i/article/2063850827694096385"
"2063265397361586451","https://x.com/nisedo_/status/2063265397361586451"
"2062572374638109091","https://x.com/slash1sol/status/2062572374638109091"
"2062836045394174035","https://x.com/slash1sol/status/2062836045394174035"
"2061369635124162762","https://x.com/DataChaz/status/2061369635124162762"
"2055936913211899904","https://x.com/i/article/2055936913211899904"
"2056420694087594283","https://x.com/lydiahallie/status/2056420694087594283"
"2056370098194329674","https://x.com/jun_song/status/2056370098194329674"
"2056504793338961988","https://x.com/jun_song/status/2056504793338961988"
"2056046273367572682","https://x.com/vrocket/status/2056046273367572682"
"2056048894925279571","https://x.com/sudoingX/status/2056048894925279571"
"2056083767333163044","https://x.com/DeRonin_/status/2056083767333163044"
"2055874650455101873","https://x.com/HowToPrompt__/status/2055874650455101873"
"2055651925245489296","https://x.com/neural_avb/status/2055651925245489296"
"2055673785072926720","https://x.com/i/article/2055673785072926720"
"2055849640872874137","https://x.com/jbhuang0604/status/2055849640872874137"
"2055950007036162207","https://x.com/sudoingX/status/2055950007036162207"
"2055713262801498264","https://x.com/gregisenberg/status/2055713262801498264"
"2055294397475148123","https://x.com/PrajwalTomar_/status/2055294397475148123"
"2055382173851459615","https://x.com/ghumare64/status/2055382173851459615"
"2055237421906767887","https://x.com/ghumare64/status/2055237421906767887"
"2055017221940727808","https://x.com/i/article/2055017221940727808"
"2055240403914252775","https://x.com/defileo/status/2055240403914252775"
"2054969993410818299","https://x.com/MicrosoftLearn/status/2054969993410818299"
"2055183411619549265","https://x.com/cyrilXBT/status/2055183411619549265"
"2054584280848769413","https://x.com/gregisenberg/status/2054584280848769413"
"2054087498150952960","https://x.com/i/article/2054087498150952960"
"2054171777119801764","https://x.com/sairahul1/status/2054171777119801764"
"2054166040578564096","https://x.com/i/article/2054166040578564096"
"2054167680664608775","https://x.com/shabnam_774/status/2054167680664608775"
"2044362892783579136","https://x.com/i/article/2044362892783579136"
"2053789872914137342","https://x.com/DataChaz/status/2053789872914137342"
"2027152734072569856","https://x.com/i/article/2027152734072569856"
"2053060583734284701","https://x.com/socialwithaayan/status/2053060583734284701"
"2052974201418469633","https://x.com/DivyanshT91162/status/2052974201418469633"
"2050613084558094336","https://x.com/i/article/2050613084558094336"
"2052794279568040415","https://x.com/rohit4verse/status/2052794279568040415"
"2050627285137449133","https://x.com/m_sirovatka/status/2050627285137449133"
"2050547396610854912","https://x.com/i/article/2050547396610854912"
"2050569009079427212","https://x.com/LottoLabs/status/2050569009079427212"
"2050572630122545252","https://x.com/NielsRogge/status/2050572630122545252"
"2049472836411224160","https://x.com/_rohit_tiwari_/status/2049472836411224160"
"2049240711887790264","https://x.com/ArchiveExplorer/status/2049240711887790264"
"2014449738700226560","https://x.com/i/article/2014449738700226560"
"2046656982417846512","https://x.com/mogulinfluence/status/2046656982417846512"
"2044781543017807872","https://x.com/i/article/2044781543017807872"
"2045086522651861469","https://x.com/DAIEvolutionHub/status/2045086522651861469"
"2044795557198336452","https://x.com/svpino/status/2044795557198336452"
"2044868944830644317","https://x.com/seelffff/status/2044868944830644317"
"2043600949755724071","https://x.com/0xSero/status/2043600949755724071"
"2040535589771149379","https://x.com/andrewfarah/status/2040535589771149379"
"2043443885117173990","https://x.com/andrewfarah/status/2043443885117173990"
"2041856590341677378","https://x.com/akshay_pachaar/status/2041856590341677378"
"2041501396692873308","https://x.com/MaziyarPanahi/status/2041501396692873308"
"2041982135305957425","https://x.com/sowmay_jain/status/2041982135305957425"
"2041981443950125199","https://x.com/antoniolupetti/status/2041981443950125199"
"2040556121879138800","https://x.com/andrewfarah/status/2040556121879138800"
"2039805659525644595","https://x.com/karpathy/status/2039805659525644595"
"2040470801506541998","https://x.com/karpathy/status/2040470801506541998"
"2039823314982744522","https://x.com/karpathy/status/2039823314982744522"
"2038650860843245814","https://x.com/dbreunig/status/2038650860843245814"
"2039027239304433767","https://x.com/koylanai/status/2039027239304433767"
"2038882849353527504","https://x.com/LakshyAAAgrawal/status/2038882849353527504"
"2038618024492880226","https://x.com/nlothian/status/2038618024492880226"
"2037507164907110791","https://x.com/TivadarDanka/status/2037507164907110791"
"2038090744225824780","https://x.com/TivadarDanka/status/2038090744225824780"
"2036702519959962060","https://x.com/heynavtoor/status/2036702519959962060"
"2036122609931165985","https://x.com/cursor_ai/status/2036122609931165985"
"2035986586362675627","https://x.com/ariG23498/status/2035986586362675627"
"2029494440302436496","https://x.com/aigleeson/status/2029494440302436496"
"2033772621536591872","https://x.com/i/article/2033772621536591872"
"2033860465760030923","https://x.com/oliviscusAI/status/2033860465760030923"
